Policy_ID,Issue_Date,Effective_Date,End_Of_Effective_Date,Reference_Date,Sales_Location,Line_Of_Business,Sales_Channel,Premium_Amount
814105,2022-10-09,2022-10-09,2023-10-09,2022-12-31,France,Auto,Digital,26280.85
381817,2022-03-18,2022-03-18,2023-03-18,2022-12-31,Italy,Liability,Non-Digital,342765.77
225870,2022-06-09,2022-06-09,2023-06-09,2022-12-31,Sweden,Auto,Digital,11040.92
910107,2022-02-09,2022-02-09,2023-02-09,2022-12-31,France,Residence,Digital,90414.63
294794,2022-09-30,2022-09-30,2023-09-30,2022-12-31,Switzerland,Auto,Non-Digital,34899.69
959208,2022-01-24,2022-01-24,2023-01-24,2022-12-31,Switzerland,Residence,Non-Digital,9234.16
403490,2022-04-06,2022-04-06,2023-04-06,2022-12-31,Netherlands,Residence,Non-Digital,37331.3
650956,2022-04-09,2022-04-09,2023-04-09,2022-12-31,Switzerland,Engineering,Non-Digital,150022.86
268584,2022-03-16,2022-03-16,2023-03-16,2022-12-31,Sweden,Residence,Digital,71248.75
379114,2022-05-21,2022-05-21,2023-05-21,2022-12-31,France,Residence,Non-Digital,81960.56
655515,2022-08-28,2022-08-28,2023-08-28,2022-12-31,Sweden,Transportation,Non-Digital,43195.02
925725,2022-03-14,2022-03-14,2023-03-14,2022-12-31,Italy,Auto,Non-Digital,43256.05
474922,2022-07-08,2022-07-08,2023-07-08,2022-12-31,Germany,Auto,Non-Digital,3933.09
920381,2022-12-07,2022-12-07,2023-12-07,2022-12-31,Portugal,Auto,Digital,41384.43
243283,2022-07-22,2022-07-22,2023-07-22,2022-12-31,Sweden,Residence,Non-Digital,61946.57
205421,2022-04-15,2022-04-15,2023-04-15,2022-12-31,Sweden,Transportation,Non-Digital,176670.38
838123,2022-02-21,2022-02-21,2023-02-21,2022-12-31,Sweden,Engineering,Non-Digital,64364.33
497272,2022-03-18,2022-03-18,2023-03-18,2022-12-31,Sweden,Auto,Digital,4232.37
207938,2022-05-12,2022-05-12,2023-05-12,2022-12-31,Italy,Residence,Non-Digital,72491.98
499920,2022-02-20,2022-02-20,2023-02-20,2022-12-31,France,Auto,Non-Digital,32758.46
821777,2022-10-27,2022-10-27,2023-10-27,2022-12-31,Switzerland,Auto,Digital,29817.34
616601,2022-01-11,2022-01-11,2023-01-11,2022-12-31,Sweden,Transportation,Digital,31716.2
203963,2022-05-06,2022-05-06,2023-05-06,2022-12-31,Denmark,Auto,Non-Digital,13936.29
216029,2022-04-25,2022-04-25,2023-04-25,2022-12-31,Sweden,Transportation,Digital,136728.85
413373,2022-08-21,2022-08-21,2023-08-21,2022-12-31,Netherlands,Transportation,Digital,93883.48
818942,2022-01-11,2022-01-11,2023-01-11,2022-12-31,Norway,Transportation,Non-Digital,172844.13
769392,2022-06-24,2022-06-24,2023-06-24,2022-12-31,Switzerland,Auto,Non-Digital,15581.93
650243,2022-12-13,2022-12-13,2023-12-13,2022-12-31,Portugal,Auto,Digital,31826.81
525301,2022-01-05,2022-01-05,2023-01-05,2022-12-31,Germany,Residence,Non-Digital,73227.63
990213,2022-03-09,2022-03-09,2023-03-09,2022-12-31,Italy,Liability,Digital,363176.58
135901,2022-10-13,2022-10-13,2023-10-13,2022-12-31,Netherlands,Engineering,Non-Digital,104900.59
927018,2022-02-25,2022-02-25,2023-02-25,2022-12-31,Portugal,Engineering,Non-Digital,294700.0
772395,2022-07-07,2022-07-07,2023-07-07,2022-12-31,Netherlands,Auto,Digital,34369.29
769009,2022-03-22,2022-03-22,2023-03-22,2022-12-31,Germany,Transportation,Digital,131745.45
355743,2022-08-23,2022-08-23,2023-08-23,2022-12-31,Portugal,Residence,Digital,52143.17
666948,2022-10-12,2022-10-12,2023-10-12,2022-12-31,France,Transportation,Non-Digital,160493.76
935864,2022-06-04,2022-06-04,2023-06-04,2022-12-31,Switzerland,Transportation,Digital,113859.9
503620,2022-03-23,2022-03-23,2023-03-23,2022-12-31,Denmark,Transportation,Digital,107635.43
886945,2022-07-21,2022-07-21,2023-07-21,2022-12-31,Sweden,Auto,Non-Digital,29017.84
796581,2022-08-03,2022-08-03,2023-08-03,2022-12-31,Germany,Residence,Non-Digital,14671.8
956078,2022-06-15,2022-06-15,2023-06-15,2022-12-31,Netherlands,Residence,Digital,61475.57
768216,2022-02-10,2022-02-10,2023-02-10,2022-12-31,Portugal,Engineering,Digital,392600.85
556803,2022-09-28,2022-09-28,2023-09-28,2022-12-31,Denmark,Auto,Non-Digital,28544.18
186967,2022-07-24,2022-07-24,2023-07-24,2022-12-31,Germany,Residence,Digital,90487.74
208987,2022-12-30,2022-12-30,2023-12-30,2022-12-31,Germany,Transportation,Digital,224364.7
616606,2022-08-07,2022-08-07,2023-08-07,2022-12-31,Sweden,Residence,Non-Digital,13326.84
303927,2022-11-11,2022-11-11,2023-11-11,2022-12-31,Denmark,Auto,Digital,27888.28
876834,2022-09-20,2022-09-20,2023-09-20,2022-12-31,Portugal,Residence,Digital,30288.57
947314,2022-08-06,2022-08-06,2023-08-06,2022-12-31,Germany,Engineering,Digital,487896.34
650734,2022-10-17,2022-10-17,2023-10-17,2022-12-31,Norway,Auto,Digital,17788.67
734150,2022-06-16,2022-06-16,2023-06-16,2022-12-31,Denmark,Transportation,Non-Digital,57163.01
222089,2022-03-12,2022-03-12,2023-03-12,2022-12-31,Denmark,Auto,Non-Digital,40384.17
977343,2022-04-17,2022-04-17,2023-04-17,2022-12-31,Italy,Auto,Digital,40063.21
382567,2022-06-18,2022-06-18,2023-06-18,2022-12-31,Norway,Residence,Non-Digital,59795.19
954472,2022-11-21,2022-11-21,2023-11-21,2022-12-31,Netherlands,Liability,Digital,464591.73
219909,2022-02-18,2022-02-18,2023-02-18,2022-12-31,Switzerland,Engineering,Non-Digital,65478.59
431546,2022-10-06,2022-10-06,2023-10-06,2022-12-31,Sweden,Auto,Non-Digital,8720.05
720134,2022-03-04,2022-03-04,2023-03-04,2022-12-31,Germany,Auto,Non-Digital,29912.46
279003,2022-10-25,2022-10-25,2023-10-25,2022-12-31,Sweden,Auto,Digital,42681.4
882239,2022-04-26,2022-04-26,2023-04-26,2022-12-31,Netherlands,Liability,Non-Digital,82066.34
268662,2022-01-20,2022-01-20,2023-01-20,2022-12-31,Italy,Auto,Digital,47660.14
741496,2022-11-04,2022-11-04,2023-11-04,2022-12-31,France,Transportation,Non-Digital,199234.5
828732,2022-05-08,2022-05-08,2023-05-08,2022-12-31,Sweden,Engineering,Non-Digital,396707.39
521366,2022-04-28,2022-04-28,2023-04-28,2022-12-31,Germany,Transportation,Non-Digital,149470.39
375626,2022-01-03,2022-01-03,2023-01-03,2022-12-31,Germany,Auto,Non-Digital,4772.83
430470,2022-06-30,2022-06-30,2023-06-30,2022-12-31,Portugal,Auto,Digital,31556.78
283326,2022-06-04,2022-06-04,2023-06-04,2022-12-31,Sweden,Engineering,Non-Digital,462104.48
497412,2022-03-16,2022-03-16,2023-03-16,2022-12-31,Denmark,Residence,Non-Digital,37353.81
233896,2022-11-22,2022-11-22,2023-11-22,2022-12-31,Norway,Residence,Non-Digital,13762.4
499931,2022-03-14,2022-03-14,2023-03-14,2022-12-31,Denmark,Engineering,Non-Digital,199330.55
402950,2022-10-09,2022-10-09,2023-10-09,2022-12-31,Denmark,Residence,Non-Digital,96895.98
170684,2022-01-04,2022-01-04,2023-01-04,2022-12-31,Denmark,Liability,Non-Digital,234711.44
268984,2022-04-23,2022-04-23,2023-04-23,2022-12-31,Portugal,Auto,Digital,37404.02
695385,2022-05-23,2022-05-23,2023-05-23,2022-12-31,Portugal,Engineering,Non-Digital,160589.36
351106,2022-06-20,2022-06-20,2023-06-20,2022-12-31,Italy,Auto,Non-Digital,10982.36
410757,2022-09-13,2022-09-13,2023-09-13,2022-12-31,Germany,Auto,Non-Digital,18769.38
464140,2022-07-07,2022-07-07,2023-07-07,2022-12-31,Switzerland,Auto,Digital,25680.74
265909,2022-12-06,2022-12-06,2023-12-06,2022-12-31,Norway,Auto,Non-Digital,36402.18
890073,2022-03-07,2022-03-07,2023-03-07,2022-12-31,Netherlands,Transportation,Digital,226650.61
486388,2022-06-14,2022-06-14,2023-06-14,2022-12-31,France,Transportation,Digital,108350.39
131886,2022-12-25,2022-12-25,2023-12-25,2022-12-31,Switzerland,Transportation,Digital,109288.05
916661,2022-10-28,2022-10-28,2023-10-28,2022-12-31,Italy,Auto,Non-Digital,43050.02
424584,2022-08-08,2022-08-08,2023-08-08,2022-12-31,Italy,Engineering,Non-Digital,227283.27
113417,2022-11-27,2022-11-27,2023-11-27,2022-12-31,France,Liability,Digital,317896.25
981058,2022-02-21,2022-02-21,2023-02-21,2022-12-31,Portugal,Residence,Non-Digital,31583.02
233977,2022-08-30,2022-08-30,2023-08-30,2022-12-31,Germany,Transportation,Non-Digital,33365.92
372855,2022-10-13,2022-10-13,2023-10-13,2022-12-31,France,Residence,Non-Digital,92780.14
196078,2022-08-18,2022-08-18,2023-08-18,2022-12-31,Germany,Residence,Non-Digital,15180.94
482602,2022-07-20,2022-07-20,2023-07-20,2022-12-31,Sweden,Residence,Non-Digital,48482.25
412255,2022-02-21,2022-02-21,2023-02-21,2022-12-31,Netherlands,Auto,Non-Digital,33479.13
578600,2022-09-09,2022-09-09,2023-09-09,2022-12-31,Italy,Auto,Non-Digital,28514.35
306074,2022-08-27,2022-08-27,2023-08-27,2022-12-31,Italy,Liability,Digital,139902.8
266320,2022-12-07,2022-12-07,2023-12-07,2022-12-31,Denmark,Transportation,Non-Digital,106589.3
256078,2022-05-25,2022-05-25,2023-05-25,2022-12-31,Switzerland,Residence,Non-Digital,92733.62
158409,2022-03-31,2022-03-31,2023-03-31,2022-12-31,Portugal,Engineering,Digital,104430.81
339377,2022-07-02,2022-07-02,2023-07-02,2022-12-31,Switzerland,Residence,Non-Digital,30609.98
986478,2022-08-08,2022-08-08,2023-08-08,2022-12-31,Netherlands,Engineering,Non-Digital,291668.12
308809,2022-07-11,2022-07-11,2023-07-11,2022-12-31,Norway,Auto,Non-Digital,7655.3
738666,2022-12-03,2022-12-03,2023-12-03,2022-12-31,Germany,Residence,Non-Digital,2345.48
466274,2022-12-23,2022-12-23,2023-12-23,2022-12-31,Switzerland,Residence,Non-Digital,29678.62
525904,2022-04-17,2022-04-17,2023-04-17,2022-12-31,Germany,Engineering,Digital,428922.59
273915,2022-08-05,2022-08-05,2023-08-05,2022-12-31,Netherlands,Engineering,Digital,97012.46
601068,2022-11-03,2022-11-03,2023-11-03,2022-12-31,Italy,Residence,Non-Digital,2171.65
372997,2022-06-18,2022-06-18,2023-06-18,2022-12-31,Norway,Auto,Digital,14482.63
309877,2022-11-05,2022-11-05,2023-11-05,2022-12-31,France,Engineering,Non-Digital,304468.67
753379,2022-07-17,2022-07-17,2023-07-17,2022-12-31,Sweden,Residence,Non-Digital,9039.08
472670,2022-06-24,2022-06-24,2023-06-24,2022-12-31,Switzerland,Residence,Non-Digital,93652.62
676239,2022-06-17,2022-06-17,2023-06-17,2022-12-31,Switzerland,Engineering,Digital,393082.9
586598,2022-12-01,2022-12-01,2023-12-01,2022-12-31,Switzerland,Transportation,Digital,116464.95
914908,2022-08-18,2022-08-18,2023-08-18,2022-12-31,Switzerland,Engineering,Non-Digital,185570.45
525919,2022-05-13,2022-05-13,2023-05-13,2022-12-31,Portugal,Transportation,Non-Digital,66890.79
307074,2022-02-06,2022-02-06,2023-02-06,2022-12-31,Italy,Transportation,Non-Digital,28328.39
915082,2022-05-15,2022-05-15,2023-05-15,2022-12-31,Switzerland,Residence,Digital,7734.26
403240,2022-11-13,2022-11-13,2023-11-13,2022-12-31,Italy,Residence,Digital,11813.05
339001,2022-05-21,2022-05-21,2023-05-21,2022-12-31,Portugal,Auto,Non-Digital,37616.85
139116,2022-04-20,2022-04-20,2023-04-20,2022-12-31,Sweden,Residence,Digital,58320.84
373765,2022-02-18,2022-02-18,2023-02-18,2022-12-31,Portugal,Residence,Digital,24037.04
617497,2022-08-08,2022-08-08,2023-08-08,2022-12-31,Switzerland,Residence,Non-Digital,94080.05
862040,2022-07-16,2022-07-16,2023-07-16,2022-12-31,Portugal,Transportation,Non-Digital,195259.23
494381,2022-05-22,2022-05-22,2023-05-22,2022-12-31,France,Engineering,Non-Digital,216220.31
471691,2022-04-20,2022-04-20,2023-04-20,2022-12-31,Portugal,Transportation,Non-Digital,207029.96
383180,2022-09-19,2022-09-19,2023-09-19,2022-12-31,Sweden,Liability,Non-Digital,80000.8
500296,2022-05-18,2022-05-18,2023-05-18,2022-12-31,Sweden,Residence,Non-Digital,63252.3
544115,2022-11-07,2022-11-07,2023-11-07,2022-12-31,Portugal,Engineering,Non-Digital,377541.2
338050,2022-03-18,2022-03-18,2023-03-18,2022-12-31,France,Transportation,Digital,172990.67
483973,2022-08-14,2022-08-14,2023-08-14,2022-12-31,Denmark,Residence,Digital,31482.4
556834,2022-01-14,2022-01-14,2023-01-14,2022-12-31,Netherlands,Auto,Non-Digital,44129.7
410185,2022-11-12,2022-11-12,2023-11-12,2022-12-31,Germany,Engineering,Non-Digital,287546.23
309420,2022-02-03,2022-02-03,2023-02-03,2022-12-31,Netherlands,Residence,Digital,64654.18
336028,2022-03-28,2022-03-28,2023-03-28,2022-12-31,Sweden,Liability,Digital,388435.29
859350,2022-12-01,2022-12-01,2023-12-01,2022-12-31,Netherlands,Engineering,Digital,498486.7
146865,2022-09-29,2022-09-29,2023-09-29,2022-12-31,Germany,Liability,Non-Digital,102329.14
178003,2022-08-01,2022-08-01,2023-08-01,2022-12-31,Switzerland,Transportation,Digital,170484.78
273369,2022-02-02,2022-02-02,2023-02-02,2022-12-31,Norway,Residence,Non-Digital,67858.99
847989,2022-10-29,2022-10-29,2023-10-29,2022-12-31,Sweden,Residence,Digital,30652.01
680099,2022-09-01,2022-09-01,2023-09-01,2022-12-31,Switzerland,Auto,Non-Digital,43840.95
934805,2022-11-27,2022-11-27,2023-11-27,2022-12-31,Sweden,Residence,Non-Digital,52214.15
883808,2022-05-12,2022-05-12,2023-05-12,2022-12-31,Norway,Residence,Non-Digital,41053.38
183773,2022-02-20,2022-02-20,2023-02-20,2022-12-31,Norway,Liability,Digital,384388.86
318932,2022-07-03,2022-07-03,2023-07-03,2022-12-31,Germany,Residence,Digital,20924.37
628557,2022-11-13,2022-11-13,2023-11-13,2022-12-31,Germany,Residence,Non-Digital,83110.32
686617,2022-03-05,2022-03-05,2023-03-05,2022-12-31,France,Auto,Digital,17019.3
530712,2022-02-02,2022-02-02,2023-02-02,2022-12-31,Sweden,Auto,Digital,12708.74
153969,2022-05-21,2022-05-21,2023-05-21,2022-12-31,Switzerland,Auto,Digital,36833.29
651183,2022-01-03,2022-01-03,2023-01-03,2022-12-31,France,Auto,Non-Digital,26606.2
474956,2022-11-19,2022-11-19,2023-11-19,2022-12-31,Norway,Residence,Non-Digital,34284.74
353689,2022-07-19,2022-07-19,2023-07-19,2022-12-31,Netherlands,Transportation,Non-Digital,191184.56
439246,2022-11-13,2022-11-13,2023-11-13,2022-12-31,Switzerland,Engineering,Digital,315395.32
387970,2022-07-15,2022-07-15,2023-07-15,2022-12-31,Denmark,Transportation,Non-Digital,156354.38
503503,2022-10-21,2022-10-21,2023-10-21,2022-12-31,Switzerland,Auto,Non-Digital,40505.15
845692,2022-03-17,2022-03-17,2023-03-17,2022-12-31,Italy,Auto,Non-Digital,34764.97
801917,2022-01-12,2022-01-12,2023-01-12,2022-12-31,Portugal,Auto,Digital,9686.82
503244,2022-04-06,2022-04-06,2023-04-06,2022-12-31,France,Engineering,Digital,206780.93
451346,2022-10-27,2022-10-27,2023-10-27,2022-12-31,France,Auto,Non-Digital,8017.2
821714,2022-03-19,2022-03-19,2023-03-19,2022-12-31,Portugal,Residence,Digital,11753.39
679274,2022-02-01,2022-02-01,2023-02-01,2022-12-31,Switzerland,Auto,Non-Digital,27394.09
196744,2022-02-27,2022-02-27,2023-02-27,2022-12-31,Netherlands,Auto,Non-Digital,14264.96
215497,2022-02-16,2022-02-16,2023-02-16,2022-12-31,Portugal,Transportation,Digital,202712.83
280298,2022-08-02,2022-08-02,2023-08-02,2022-12-31,France,Residence,Non-Digital,87222.12
862595,2022-10-22,2022-10-22,2023-10-22,2022-12-31,Norway,Transportation,Non-Digital,146797.23
467060,2022-04-19,2022-04-19,2023-04-19,2022-12-31,Norway,Auto,Non-Digital,32475.11
422479,2022-10-04,2022-10-04,2023-10-04,2022-12-31,France,Engineering,Non-Digital,165220.66
659190,2022-10-04,2022-10-04,2023-10-04,2022-12-31,Italy,Transportation,Digital,61627.19
245341,2022-04-20,2022-04-20,2023-04-20,2022-12-31,Denmark,Liability,Non-Digital,153373.46
872474,2022-01-05,2022-01-05,2023-01-05,2022-12-31,Sweden,Residence,Digital,27867.02
428506,2022-11-27,2022-11-27,2023-11-27,2022-12-31,Germany,Residence,Non-Digital,82849.13
999666,2022-09-17,2022-09-17,2023-09-17,2022-12-31,Portugal,Residence,Digital,61018.59
698012,2022-09-01,2022-09-01,2023-09-01,2022-12-31,Sweden,Auto,Non-Digital,17407.49
591424,2022-04-17,2022-04-17,2023-04-17,2022-12-31,Germany,Auto,Non-Digital,37026.14
436362,2022-07-21,2022-07-21,2023-07-21,2022-12-31,France,Residence,Non-Digital,88272.97
699265,2022-10-05,2022-10-05,2023-10-05,2022-12-31,Italy,Residence,Digital,96243.17
653079,2022-02-24,2022-02-24,2023-02-24,2022-12-31,Netherlands,Transportation,Digital,181183.23
483362,2022-05-23,2022-05-23,2023-05-23,2022-12-31,France,Auto,Digital,26227.11
981463,2022-12-02,2022-12-02,2023-12-02,2022-12-31,France,Residence,Non-Digital,63621.89
173564,2022-12-29,2022-12-29,2023-12-29,2022-12-31,France,Liability,Non-Digital,53398.22
751665,2022-04-04,2022-04-04,2023-04-04,2022-12-31,Sweden,Transportation,Non-Digital,103969.95
880226,2022-10-16,2022-10-16,2023-10-16,2022-12-31,Norway,Auto,Non-Digital,49672.1
196841,2022-05-11,2022-05-11,2023-05-11,2022-12-31,Netherlands,Liability,Non-Digital,102436.2
378251,2022-10-28,2022-10-28,2023-10-28,2022-12-31,Germany,Auto,Non-Digital,14389.53
552486,2022-06-12,2022-06-12,2023-06-12,2022-12-31,Italy,Auto,Non-Digital,47565.36
861612,2022-09-11,2022-09-11,2023-09-11,2022-12-31,Denmark,Residence,Non-Digital,22912.84
330519,2022-07-04,2022-07-04,2023-07-04,2022-12-31,Italy,Engineering,Digital,235923.86
968801,2022-04-24,2022-04-24,2023-04-24,2022-12-31,Denmark,Transportation,Digital,240452.82
620423,2022-10-17,2022-10-17,2023-10-17,2022-12-31,Portugal,Auto,Non-Digital,4772.94
455414,2022-11-20,2022-11-20,2023-11-20,2022-12-31,Denmark,Auto,Non-Digital,24466.77
670524,2022-07-02,2022-07-02,2023-07-02,2022-12-31,Switzerland,Liability,Non-Digital,442283.23
816749,2022-08-13,2022-08-13,2023-08-13,2022-12-31,Germany,Auto,Non-Digital,42984.05
341427,2022-05-03,2022-05-03,2023-05-03,2022-12-31,Netherlands,Residence,Digital,14069.49
389023,2022-09-05,2022-09-05,2023-09-05,2022-12-31,Switzerland,Engineering,Non-Digital,455527.18
911386,2022-07-12,2022-07-12,2023-07-12,2022-12-31,Switzerland,Transportation,Digital,212752.78
445032,2022-07-08,2022-07-08,2023-07-08,2022-12-31,France,Auto,Non-Digital,39230.78
203300,2022-11-14,2022-11-14,2023-11-14,2022-12-31,Denmark,Auto,Non-Digital,28865.43
566794,2022-06-28,2022-06-28,2023-06-28,2022-12-31,Portugal,Residence,Non-Digital,33964.08
606925,2022-02-04,2022-02-04,2023-02-04,2022-12-31,Netherlands,Residence,Non-Digital,13463.73
307277,2022-07-26,2022-07-26,2023-07-26,2022-12-31,France,Engineering,Non-Digital,392801.61
505329,2022-07-03,2022-07-03,2023-07-03,2022-12-31,Italy,Engineering,Digital,295620.83
684471,2022-02-08,2022-02-08,2023-02-08,2022-12-31,Sweden,Residence,Non-Digital,59070.7
155171,2022-12-29,2022-12-29,2023-12-29,2022-12-31,Netherlands,Auto,Digital,34679.96
392952,2022-10-03,2022-10-03,2023-10-03,2022-12-31,Germany,Liability,Digital,286762.57
495521,2022-10-31,2022-10-31,2023-10-31,2022-12-31,Norway,Liability,Digital,332467.47
723755,2022-02-24,2022-02-24,2023-02-24,2022-12-31,Switzerland,Residence,Non-Digital,93554.28
132096,2022-03-27,2022-03-27,2023-03-27,2022-12-31,Denmark,Engineering,Non-Digital,253896.43
478387,2022-08-04,2022-08-04,2023-08-04,2022-12-31,Italy,Transportation,Non-Digital,157257.65
219771,2022-03-26,2022-03-26,2023-03-26,2022-12-31,Portugal,Residence,Digital,18381.83
166902,2022-09-25,2022-09-25,2023-09-25,2022-12-31,France,Auto,Digital,34346.45
428954,2022-05-24,2022-05-24,2023-05-24,2022-12-31,Italy,Residence,Non-Digital,80229.14
945172,2022-03-14,2022-03-14,2023-03-14,2022-12-31,Germany,Auto,Non-Digital,13084.81
504839,2022-05-31,2022-05-31,2023-05-31,2022-12-31,Italy,Auto,Digital,4881.85
178704,2022-07-26,2022-07-26,2023-07-26,2022-12-31,Sweden,Auto,Non-Digital,35445.16
425455,2022-10-25,2022-10-25,2023-10-25,2022-12-31,Switzerland,Engineering,Digital,446294.72
595581,2022-09-08,2022-09-08,2023-09-08,2022-12-31,France,Transportation,Non-Digital,217603.5
287119,2022-06-02,2022-06-02,2023-06-02,2022-12-31,Sweden,Residence,Non-Digital,49968.99
665059,2022-07-26,2022-07-26,2023-07-26,2022-12-31,Switzerland,Engineering,Non-Digital,375824.35
965213,2022-09-27,2022-09-27,2023-09-27,2022-12-31,Norway,Transportation,Digital,181218.28
361418,2022-03-17,2022-03-17,2023-03-17,2022-12-31,Portugal,Transportation,Non-Digital,63990.4
147326,2022-04-16,2022-04-16,2023-04-16,2022-12-31,Norway,Auto,Non-Digital,14097.17
140202,2022-04-16,2022-04-16,2023-04-16,2022-12-31,Portugal,Auto,Digital,46918.49
559411,2022-05-03,2022-05-03,2023-05-03,2022-12-31,Norway,Transportation,Non-Digital,160714.88
944422,2022-07-26,2022-07-26,2023-07-26,2022-12-31,Norway,Engineering,Non-Digital,446469.0
199781,2022-01-08,2022-01-08,2023-01-08,2022-12-31,Switzerland,Auto,Digital,46756.92
352601,2022-11-21,2022-11-21,2023-11-21,2022-12-31,Switzerland,Auto,Digital,18730.81
716382,2022-03-30,2022-03-30,2023-03-30,2022-12-31,Switzerland,Liability,Non-Digital,358135.11
470286,2022-05-25,2022-05-25,2023-05-25,2022-12-31,Sweden,Auto,Digital,45806.28
407908,2022-06-12,2022-06-12,2023-06-12,2022-12-31,Germany,Auto,Digital,36832.76
204027,2022-07-30,2022-07-30,2023-07-30,2022-12-31,Netherlands,Transportation,Digital,169370.33
832460,2022-06-04,2022-06-04,2023-06-04,2022-12-31,Germany,Engineering,Digital,426529.57
903502,2022-03-03,2022-03-03,2023-03-03,2022-12-31,Portugal,Residence,Non-Digital,20401.69
741967,2022-02-14,2022-02-14,2023-02-14,2022-12-31,Sweden,Transportation,Digital,199572.56
212352,2022-12-28,2022-12-28,2023-12-28,2022-12-31,Switzerland,Transportation,Digital,104196.48
588136,2022-04-26,2022-04-26,2023-04-26,2022-12-31,Denmark,Auto,Digital,47625.49
672605,2022-07-15,2022-07-15,2023-07-15,2022-12-31,Sweden,Engineering,Non-Digital,164969.51
376351,2022-05-02,2022-05-02,2023-05-02,2022-12-31,Norway,Engineering,Non-Digital,413882.31
104059,2022-10-20,2022-10-20,2023-10-20,2022-12-31,Italy,Engineering,Non-Digital,99291.77
743375,2022-11-06,2022-11-06,2023-11-06,2022-12-31,Denmark,Auto,Non-Digital,44001.9
584235,2022-01-30,2022-01-30,2023-01-30,2022-12-31,Norway,Residence,Digital,90298.64
243731,2022-06-18,2022-06-18,2023-06-18,2022-12-31,Switzerland,Engineering,Non-Digital,276368.15
656379,2022-09-06,2022-09-06,2023-09-06,2022-12-31,Portugal,Residence,Digital,59264.6
299982,2022-02-17,2022-02-17,2023-02-17,2022-12-31,Germany,Transportation,Non-Digital,140306.58
785152,2022-04-02,2022-04-02,2023-04-02,2022-12-31,Sweden,Auto,Digital,47302.54
317918,2022-04-06,2022-04-06,2023-04-06,2022-12-31,Netherlands,Engineering,Non-Digital,64337.62
941781,2022-10-02,2022-10-02,2023-10-02,2022-12-31,Denmark,Auto,Non-Digital,37580.3
569658,2022-10-17,2022-10-17,2023-10-17,2022-12-31,Italy,Liability,Digital,141978.74
942835,2022-11-03,2022-11-03,2023-11-03,2022-12-31,Netherlands,Engineering,Non-Digital,84045.57
825771,2022-04-06,2022-04-06,2023-04-06,2022-12-31,Sweden,Liability,Non-Digital,153339.71
175695,2022-02-04,2022-02-04,2023-02-04,2022-12-31,Norway,Engineering,Digital,148460.43
400499,2022-07-02,2022-07-02,2023-07-02,2022-12-31,Netherlands,Auto,Non-Digital,41830.19
309472,2022-03-01,2022-03-01,2023-03-01,2022-12-31,Portugal,Transportation,Non-Digital,64154.22
955611,2022-07-05,2022-07-05,2023-07-05,2022-12-31,Netherlands,Auto,Digital,20909.67
669186,2022-06-27,2022-06-27,2023-06-27,2022-12-31,Sweden,Transportation,Non-Digital,104811.99
389264,2022-01-16,2022-01-16,2023-01-16,2022-12-31,Portugal,Transportation,Digital,141220.08
131193,2022-09-09,2022-09-09,2023-09-09,2022-12-31,Sweden,Transportation,Digital,198367.41
239772,2022-03-17,2022-03-17,2023-03-17,2022-12-31,Sweden,Residence,Non-Digital,53873.89
866011,2022-01-30,2022-01-30,2023-01-30,2022-12-31,Germany,Transportation,Non-Digital,98699.31
392251,2022-10-07,2022-10-07,2023-10-07,2022-12-31,Italy,Liability,Digital,125747.7
917064,2022-07-14,2022-07-14,2023-07-14,2022-12-31,Germany,Engineering,Non-Digital,387222.83
410247,2022-06-21,2022-06-21,2023-06-21,2022-12-31,Sweden,Auto,Non-Digital,6895.44
342736,2022-11-07,2022-11-07,2023-11-07,2022-12-31,Italy,Transportation,Non-Digital,208130.53
515548,2022-01-12,2022-01-12,2023-01-12,2022-12-31,Norway,Engineering,Non-Digital,289020.35
148557,2022-12-11,2022-12-11,2023-12-11,2022-12-31,Italy,Transportation,Digital,44247.9
174261,2022-09-29,2022-09-29,2023-09-29,2022-12-31,Denmark,Engineering,Non-Digital,358014.24
425518,2022-01-26,2022-01-26,2023-01-26,2022-12-31,Portugal,Auto,Digital,28985.9
191040,2022-10-21,2022-10-21,2023-10-21,2022-12-31,Switzerland,Auto,Non-Digital,44790.89
488815,2022-11-29,2022-11-29,2023-11-29,2022-12-31,Denmark,Transportation,Digital,44983.0
867053,2022-01-16,2022-01-16,2023-01-16,2022-12-31,Norway,Residence,Non-Digital,28606.11
163134,2022-10-31,2022-10-31,2023-10-31,2022-12-31,Netherlands,Residence,Non-Digital,42513.3
904624,2022-01-23,2022-01-23,2023-01-23,2022-12-31,Switzerland,Auto,Non-Digital,24785.28
500202,2022-08-13,2022-08-13,2023-08-13,2022-12-31,Sweden,Auto,Digital,14617.33
549583,2022-02-06,2022-02-06,2023-02-06,2022-12-31,Germany,Transportation,Non-Digital,90459.52
668946,2022-06-06,2022-06-06,2023-06-06,2022-12-31,Italy,Engineering,Digital,278676.38
742121,2022-07-13,2022-07-13,2023-07-13,2022-12-31,France,Auto,Non-Digital,45029.99
677498,2022-04-17,2022-04-17,2023-04-17,2022-12-31,Norway,Engineering,Non-Digital,415202.1
559330,2022-12-24,2022-12-24,2023-12-24,2022-12-31,Italy,Auto,Non-Digital,43165.79
590763,2022-08-06,2022-08-06,2023-08-06,2022-12-31,Portugal,Transportation,Non-Digital,27957.84
534440,2022-01-11,2022-01-11,2023-01-11,2022-12-31,Switzerland,Residence,Digital,22303.31
